MutantID,Operator,Extra,POS_NEG,Class,Line,Original,Mutated,AST_NodeType,AST_Condition,MappingStatus
762,LVR,TRUE,FALSE,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1359,46692,false,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='0'), operator=>=, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='9'), operator=<=, prefix_operators=None), operator=&&, prefix_operators=None)",Nearby Match (±1 lines)
763,STD,<ASSIGN>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1359,46679,<NO-OP>,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='0'), operator=>=, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='9'), operator=<=, prefix_operators=None), operator=&&, prefix_operators=None)",Nearby Match (±1 lines)
764,LVR,FALSE,TRUE,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1360,46727,true,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='0'), operator=>=, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='9'), operator=<=, prefix_operators=None), operator=&&, prefix_operators=None)",Nearby Match (±2 lines)
765,STD,<ASSIGN>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1360,46714,<NO-OP>,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='0'), operator=>=, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='9'), operator=<=, prefix_operators=None), operator=&&, prefix_operators=None)",Nearby Match (±2 lines)
766,ROR,"==(int,int)","<=(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1362,46758,chars[i] <= '.',IfStatement,"BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='.'), operator===, prefix_operators=None)",Exact Match
767,ROR,"==(int,int)",">=(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1362,46758,chars[i] >= '.',IfStatement,"BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='.'), operator===, prefix_operators=None)",Exact Match
768,ROR,"==(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1362,46767,false,IfStatement,"BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='.'), operator===, prefix_operators=None)",Exact Match
769,COR,"||(boolean,boolean)","!=(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1363,46797,hasDecPoint != hasExp,IfStatement,"BinaryOperation(operandl=MemberReference(member=hasDecPoint, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=MemberReference(member=hasExp, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operator=||, prefix_operators=None)",Exact Match
770,COR,"||(boolean,boolean)","LHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1363,46797,hasDecPoint,IfStatement,"BinaryOperation(operandl=MemberReference(member=hasDecPoint, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=MemberReference(member=hasExp, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operator=||, prefix_operators=None)",Exact Match
771,COR,"||(boolean,boolean)","RHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1363,46812,hasExp,IfStatement,"BinaryOperation(operandl=MemberReference(member=hasDecPoint, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=MemberReference(member=hasExp, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operator=||, prefix_operators=None)",Exact Match
772,COR,"||(boolean,boolean)","TRUE(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1363,46809,true,IfStatement,"BinaryOperation(operandl=MemberReference(member=hasDecPoint, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=MemberReference(member=hasExp, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operator=||, prefix_operators=None)",Exact Match
773,LVR,FALSE,TRUE,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1365,46913,true,IfStatement,"BinaryOperation(operandl=MemberReference(member=hasDecPoint, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=MemberReference(member=hasExp, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operator=||, prefix_operators=None)",Nearby Match (±2 lines)
774,LVR,TRUE,FALSE,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1367,46968,false,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='e'), operator===, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='E'), operator===, prefix_operators=None), operator=||, prefix_operators=None)",Nearby Match (±1 lines)
775,STD,<ASSIGN>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1367,46954,<NO-OP>,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='e'), operator===, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='E'), operator===, prefix_operators=None), operator=||, prefix_operators=None)",Nearby Match (±1 lines)
776,ROR,"==(int,int)","<=(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1368,46997,chars[i] <= 'e',IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='e'), operator===, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='E'), operator===, prefix_operators=None), operator=||, prefix_operators=None)",Exact Match
777,ROR,"==(int,int)",">=(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1368,46997,chars[i] >= 'e',IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='e'), operator===, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='E'), operator===, prefix_operators=None), operator=||, prefix_operators=None)",Exact Match
778,ROR,"==(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1368,47006,false,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='e'), operator===, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='E'), operator===, prefix_operators=None), operator=||, prefix_operators=None)",Exact Match
779,ROR,"==(int,int)","<=(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1368,47016,chars[i] <= 'E',IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='e'), operator===, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='E'), operator===, prefix_operators=None), operator=||, prefix_operators=None)",Exact Match
780,ROR,"==(int,int)",">=(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1368,47016,chars[i] >= 'E',IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='e'), operator===, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='E'), operator===, prefix_operators=None), operator=||, prefix_operators=None)",Exact Match
781,ROR,"==(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1368,47025,false,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='e'), operator===, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='E'), operator===, prefix_operators=None), operator=||, prefix_operators=None)",Exact Match
782,COR,"||(boolean,boolean)","!=(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1368,46997,chars[i] == 'e' != (chars[i] == 'E'),IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='e'), operator===, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='E'), operator===, prefix_operators=None), operator=||, prefix_operators=None)",Exact Match
783,COR,"||(boolean,boolean)","LHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1368,46997,chars[i] == 'e',IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='e'), operator===, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='E'), operator===, prefix_operators=None), operator=||, prefix_operators=None)",Exact Match
784,COR,"||(boolean,boolean)","RHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1368,47016,chars[i] == 'E',IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='e'), operator===, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='E'), operator===, prefix_operators=None), operator=||, prefix_operators=None)",Exact Match
785,COR,"||(boolean,boolean)","TRUE(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1368,47013,true,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='e'), operator===, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='E'), operator===, prefix_operators=None), operator=||, prefix_operators=None)",Exact Match
786,COR,<IDENTIFIER(boolean)>,FALSE,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1370,47107,false,IfStatement,"MemberReference(member=hasExp, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[])",Exact Match
787,COR,<IDENTIFIER(boolean)>,TRUE,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1370,47107,true,IfStatement,"MemberReference(member=hasExp, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[])",Exact Match
788,LVR,FALSE,TRUE,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1372,47175,true,IfStatement,"MemberReference(member=hasExp, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[])",Nearby Match (±2 lines)
789,COR,<IDENTIFIER(boolean)>,FALSE,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1374,47221,false,IfStatement,"MemberReference(member=foundDigit, postfix_operators=[], prefix_operators=['!'], qualifier=, selectors=[])",Exact Match
790,COR,<IDENTIFIER(boolean)>,TRUE,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1374,47221,true,IfStatement,"MemberReference(member=foundDigit, postfix_operators=[], prefix_operators=['!'], qualifier=, selectors=[])",Exact Match
791,LVR,FALSE,TRUE,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1375,47262,true,IfStatement,"MemberReference(member=foundDigit, postfix_operators=[], prefix_operators=['!'], qualifier=, selectors=[])",Nearby Match (±1 lines)
792,LVR,TRUE,FALSE,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1377,47312,false,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='+'), operator===, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='-'), operator===, prefix_operators=None), operator=||, prefix_operators=None)",Nearby Match (±2 lines)
793,STD,<ASSIGN>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1377,47303,<NO-OP>,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='+'), operator===, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='-'), operator===, prefix_operators=None), operator=||, prefix_operators=None)",Nearby Match (±2 lines)
794,LVR,TRUE,FALSE,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1378,47347,false,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='+'), operator===, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='-'), operator===, prefix_operators=None), operator=||, prefix_operators=None)",Nearby Match (±1 lines)
795,STD,<ASSIGN>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1378,47334,<NO-OP>,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='+'), operator===, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='-'), operator===, prefix_operators=None), operator=||, prefix_operators=None)",Nearby Match (±1 lines)
796,ROR,"==(int,int)","<=(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1379,47376,chars[i] <= '+',IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='+'), operator===, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='-'), operator===, prefix_operators=None), operator=||, prefix_operators=None)",Exact Match
797,ROR,"==(int,int)",">=(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1379,47376,chars[i] >= '+',IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='+'), operator===, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='-'), operator===, prefix_operators=None), operator=||, prefix_operators=None)",Exact Match
798,ROR,"==(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1379,47385,false,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='+'), operator===, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='-'), operator===, prefix_operators=None), operator=||, prefix_operators=None)",Exact Match
799,ROR,"==(int,int)","<=(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1379,47395,chars[i] <= '-',IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='+'), operator===, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='-'), operator===, prefix_operators=None), operator=||, prefix_operators=None)",Exact Match
800,ROR,"==(int,int)",">=(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1379,47395,chars[i] >= '-',IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='+'), operator===, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='-'), operator===, prefix_operators=None), operator=||, prefix_operators=None)",Exact Match
801,ROR,"==(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1379,47404,false,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='+'), operator===, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='-'), operator===, prefix_operators=None), operator=||, prefix_operators=None)",Exact Match
